tweet_id,text
1530398608541028353,"#DebateFinal lo mejor, fue que por fin pudo descansar Uribe de tanta lengua biperina."
1530412588269547520,#FicoElGanador en llegar lejos sin estar preparado. Da pena ajena. #DebateFinal
1530476435030392837,"PETRO PRESIDENTE! El cambio que propone Petro lo haremos realidad con nuestro voto! Vamos a mostrarle que siempre supimos que los ataques en debates,entrevistas y en éste #DebateFinal nos confirman que las maquinarias y los medios quieren que todo siga igual. #YoVotoPorPetro 💪🙏 https://t.co/8cgr35xPn9"
1530540182344282112,Que raro que ni en el #DebateFinal ni en los últimos que hicieron hayan preguntado por aquella propuesta del trabajo por horas
1530567861793611777,El #DebateFinal de Néstor Morales fue contra Petro. Como dicen por ahí: Los noto asustados.
1530539967994384384,#VoyConFederico ..... nos acabamos de ir a la mierda...💩💩
1530553628041281538,"@jarizabaletaf #VoyConFederico Soy una ciudadana que cree firmemente en los principios de democracia, libertad y justicia. Colombia, el día de mañana unámonos como país para defender nuestros derechos y para poner un alto al terrorismo y la violencia sembrada por Petro. https://t.co/MDcFQS9NTe"
1530558806698168320,"@jarizabaletaf @ruchinavas Para salvaguardar nuestros ahorros pensionales, para no destruir a miles de familias que dependen del petróleo, el gas y la minería, para no tener que afrontar una reforma tributaria de 60 billlones cada año, y para preservar nuestros derechos y libertades, yo #VoyConFederico"
1530575773991677953,"@gaitancarlosfer Ayer en el vuelo Bogota - Cali ví a @FranciaMarquezM, soñé q hubiese sido @Rodrigo_LaraS y darle un gran abrazo! Frente a la relaidad y el  sueño, escogí el sueño! #VoyConFederico"
1530583267195465730,#VoyConFederico porque quiero que mi pais siga creciendo en oportunidades y no caiga en manos de resentidos qué solo traerán retroceso y pobreza a nuestro país.
1530587176983044096,#VoyConFederico por mi patria..   por mi gente.   #VoyConFederico por la libertad y la democracia    #VoyConFederico por la unidad de Colombia y los colombianos. https://t.co/4AztudInO0
1530594551307567112,La plata de mis ahorrros  y todos de los colombianos esta segura por eso #VoyConFederico
1530599737287659521,#VoyConFederico a la fija por empleo y sostenibilidad
1530363212050333696,El mejor candidato y próximo presidente #FicoElGanador
1530366957819764736,#FicoElGanador ojalá entienda el pueblo de Barrancabermeja la implicaciones de terminar con el petróleo en Colombia
1530376546745307138,"#FicoElGanador, Petro el gran perdedor, se le cayó la trama"
1530377388802056192,"Con una fe en  Dios al 💯 , El no dará la Victoria ✌ #FicoPresidenteEnPrimeraVuelta #FicoElGanador https://t.co/cq7cxgGLlg"
1530576756306022403,@tobonsanin Jjajajjaa pobre viejo decrépito ya ni sabe que hacer para sacar al #PactoDeBandidos adelante se les nota el desespero saben que van a perder. #VoyConFederico #FicoElGanador #FicoPresidente
1530579367985815552,"Federico Gutiérrez tiene el mejor plan de gobierno, es el más cercano a las necesidades de los colombianos y según las últimas encuestas está cerca de ganar en primera vuelta. #FicoElGanador #VoyConFederico #FicoPropone https://t.co/Cj6Wgrixzg"
